subject,number_of_items,beta_static_frequency,beta_static_semantic,errors_static_optimal,errors_static_random,beta_plocalstatic_frequency,beta_plocalstatic_semantic,beta_plocalstatic_phonemic,errors_plocalstatic_optimal,errors_plocalstatic_random,beta_simdrop_dynamic_frequency,beta_simdrop_dynamic_semantic,errors_simdrop_dynamic_optimal,errors_simdrop_dynamic_random,beta_simdrop_pswitchonlydynamic_frequency,beta_simdrop_pswitchonlydynamic_semantic,beta_simdrop_pswitchonlydynamic_phonemic,errors_simdrop_pswitchonlydynamic_optimal,errors_simdrop_pswitchonlydynamic_random,beta_simdrop_plocaldynamic_frequency,beta_simdrop_plocaldynamic_semantic,beta_simdrop_plocaldynamic_phonemic,errors_simdrop_plocaldynamic_optimal,errors_simdrop_plocaldynamic_random,beta_simdrop_pglobaldynamic_frequency,beta_simdrop_pglobaldynamic_semantic,beta_simdrop_pglobaldynamic_phonemic,errors_simdrop_pglobaldynamic_optimal,errors_simdrop_pglobaldynamic_random,beta_troyer_dynamic_frequency,beta_troyer_dynamic_semantic,errors_troyer_dynamic_optimal,errors_troyer_dynamic_random,beta_troyer_pswitchonlydynamic_frequency,beta_troyer_pswitchonlydynamic_semantic,beta_troyer_pswitchonlydynamic_phonemic,errors_troyer_pswitchonlydynamic_optimal,errors_troyer_pswitchonlydynamic_random,beta_troyer_plocaldynamic_frequency,beta_troyer_plocaldynamic_semantic,beta_troyer_plocaldynamic_phonemic,errors_troyer_plocaldynamic_optimal,errors_troyer_plocaldynamic_random,beta_troyer_pglobaldynamic_frequency,beta_troyer_pglobaldynamic_semantic,beta_troyer_pglobaldynamic_phonemic,errors_troyer_pglobaldynamic_optimal,errors_troyer_pglobaldynamic_random,beta_participant_dynamic_frequency,beta_participant_dynamic_semantic,errors_participant_dynamic_optimal,errors_participant_dynamic_random,beta_participant_pswitchonlydynamic_frequency,beta_participant_pswitchonlydynamic_semantic,beta_participant_pswitchonlydynamic_phonemic,errors_participant_pswitchonlydynamic_optimal,errors_participant_pswitchonlydynamic_random,beta_participant_plocaldynamic_frequency,beta_participant_plocaldynamic_semantic,beta_participant_plocaldynamic_phonemic,errors_participant_plocaldynamic_optimal,errors_participant_plocaldynamic_random,beta_participant_pglobaldynamic_frequency,beta_participant_pglobaldynamic_semantic,beta_participant_pglobaldynamic_phonemic,errors_participant_pglobaldynamic_optimal,errors_participant_pglobaldynamic_random
51,35,1.9445944793709102,3.0824707034887715,202.98225012489448,232.66909307471667,1.916993981898964,3.3203809071131327,-0.07907530910362351,201.65729931314988,232.66909307471667,1.8823621095059022,3.8200034432491687,202.09009301988718,232.66909307471667,1.8669210103643707,3.8207853070607136,-0.07480326905207693,201.7507996959481,232.66909307471667,1.8727245817293023,4.181636689883441,-0.08989906884699747,200.90615993634324,232.66909307471667,1.8556141941688074,4.164523623528639,-0.08562282787340822,200.57556646995369,232.66909307471667,1.8631192977736797,3.7442238657979736,204.5696503986312,232.66909307471667,1.8979770490599581,3.7417284657869883,0.13063554022446872,203.09533645336194,232.66909307471667,1.8313829573613227,5.020243331683759,-0.30529583492200196,196.9574997254526,232.66909307471667,1.8271096227755579,4.075596405553824,-0.08353295084494824,203.1466377431632,232.66909307471667,1.9445944793709102,3.0824707034887715,202.98225012489448,232.66909307471667,1.9445899502046684,3.0824696940699017,-0.22141476625742984,202.9822501252741,232.66909307471667,1.916993981898964,3.3203809071131327,-0.07907530910362351,201.65729931314988,232.66909307471667,1.916993981898964,3.3203809071131327,-0.07907530910362351,201.65729931314988,232.66909307471667
575,22,2.0463840726822315,0.3180420872813182,138.69007137305545,146.24914421839324,2.0352252853668396,0.3295935215226694,-0.0855998364003682,137.7794797750541,146.24914421839324,2.283601922501687,2.3031490519897213,131.4003728545062,146.24914421839324,2.285047374452864,2.30343084211899,-0.09438096734938761,131.06008905890374,146.24914421839324,2.29922854364173,2.5400021466261036,-0.11386097718634043,130.28372861380723,146.24914421839324,2.300449149444125,2.5277650206265587,-0.10780641965242398,129.95274121690585,146.24914421839324,2.0276745171034287,0.07348898996694905,139.2771340552325,146.24914421839324,2.027460543309555,0.07351858716133068,-0.10982515883512227,138.50950293065284,146.24914421839324,2.02034591841872,0.07668375053469398,-0.056764557530666046,139.08330730646358,146.24914421839324,2.0169508303129406,0.0779472657998653,-0.08429316148767615,138.39742135126858,146.24914421839324,2.0463840726822315,0.3180420872813182,138.69007137305545,146.24914421839324,2.0464242660175125,0.31803391572457973,-0.5424026513356284,138.69007137237242,146.24914421839324,2.0352252853668396,0.3295935215226694,-0.0855998364003682,137.7794797750541,146.24914421839324,2.0352252853668396,0.3295935215226694,-0.0855998364003682,137.7794797750541,146.24914421839324
576,60,0.6683552693586888,-0.056766486421303636,395.60916469327276,398.8613024137996,0.6578521464229905,-0.054722894116716506,-0.036131107678916974,395.13112733418774,398.8613024137996,0.6364921454701246,-0.004050863313124141,395.73205789962844,398.8613024137996,0.6257155669467901,-0.0030662889796541646,-0.2631001659479212,392.5853165241472,398.8613024137996,0.6370306410188531,-0.004183404613874888,0.002541216025041291,395.73013251469246,398.8613024137996,0.6265822228598188,-0.0019418830345288782,-0.03646611580439587,395.24510480847835,398.8613024137996,0.5527440016983739,3.5064065886243303,380.3835596171831,398.8613024137996,0.5523043067372828,3.5065050484981732,-0.002588731608605362,380.381880349699,398.8613024137996,0.5425122890043097,4.092657003359476,-0.171918207709966,377.23871263785804,398.8613024137996,0.5386112710003237,3.6860750280995944,-0.054472289223556604,379.31211829218296,398.8613024137996,0.6683552693586888,-0.056766486421303636,395.60916469327276,398.8613024137996,0.6683445336629597,-0.05672852236502228,0.6476876678906704,395.6091647427885,398.8613024137996,0.6578521464229905,-0.054722894116716506,-0.036131107678916974,395.13112733418774,398.8613024137996,0.6578521464229905,-0.054722894116716506,-0.036131107678916974,395.13112733418774,398.8613024137996
577,48,1.635206621982944,2.7530549362151566,285.70923077801024,319.08904193103984,1.6194989408400993,2.9507419320217485,-0.0811786936706167,283.75964674446084,319.08904193103984,1.5181147334688405,3.837644962844797,275.3688359749526,319.08904193103984,1.5194500563209754,3.8374067640962437,0.04303665884608518,275.2247033478596,319.08904193103984,1.5046563650076457,4.457835632543157,-0.15981338164259778,270.3381904815683,319.08904193103984,1.5048488447000814,4.227078826696047,-0.10103533254459993,272.43461610953347,319.08904193103984,1.5468154482229592,4.313239536430586,278.8838250049822,319.08904193103984,1.5470280196332329,4.313186217561267,0.0014547067240140259,278.8834788389651,319.08904193103984,1.5268842710727721,5.5107340566923,-0.25516942952175914,272.1821038193899,319.08904193103984,1.523505997373724,4.769082830370233,-0.10077899245462654,276.0507372803103,319.08904193103984,1.635206621982944,2.7530549362151566,285.70923077801024,319.08904193103984,1.6352018035419906,2.7530409457107696,-5.234153836151102,285.70923077666856,319.08904193103984,1.6194989408400993,2.9507419320217485,-0.0811786936706167,283.75964674446084,319.08904193103984,1.6194989408400993,2.9507419320217485,-0.0811786936706167,283.75964674446084,319.08904193103984
578,38,2.6244577011272643,3.090986176101958,212.41042173298422,252.6121581954067,2.6198698617041702,3.372840267595386,-0.09357891048196582,210.46570381131806,252.6121581954067,2.4797741192594955,4.078731641998976,204.5732527003281,252.6121581954067,2.462558810368238,4.080078114687194,-0.1360472809959793,203.61266547398657,252.6121581954067,2.46652553728358,4.580228921990708,-0.11388596737441115,202.58601765461705,252.6121581954067,2.4505022931450093,4.6061486526558415,-0.11928468906807943,201.64160881165915,252.6121581954067,2.33043291469048,4.651277828924565,202.28361274912652,252.6121581954067,2.324748616039333,4.651845434594577,-0.0481072580977773,202.03140432490528,252.6121581954067,2.292574203250102,6.163837184898755,-0.25586044241579464,197.07750497745388,252.6121581954067,2.289112584794554,5.437741550156137,-0.14018118302779864,198.59315453690866,252.6121581954067,2.6244577011272643,3.090986176101958,212.41042173298422,252.6121581954067,2.6243908871620256,3.0909956646233834,-2.510806787684616,212.41042172767806,252.6121581954067,2.6198698617041702,3.372840267595386,-0.09357891048196582,210.46570381131806,252.6121581954067,2.6198698617041702,3.372840267595386,-0.09357891048196582,210.46570381131806,252.6121581954067
579,26,2.934252478518723,2.4464596728225274,150.70569253901138,172.8398977126466,2.9289149000513213,2.758883010086614,-0.1423695986866585,147.84297584592932,172.8398977126466,2.795637051507202,2.9125778246177756,150.6486330966299,172.8398977126466,2.7764303484903072,2.9136414721297452,-65.39994228033416,145.793635050422,172.8398977126466,2.7956579261582633,3.1293354238679623,-0.07701076211867841,150.0112965956361,172.8398977126466,2.7883047833807426,3.320689885242398,-0.145815366445532,147.69095613294672,172.8398977126466,2.680059481068002,3.3323960617975565,156.26818501167676,172.8398977126466,2.6510122726614482,3.3358649145649,-0.10713024136985669,155.0068489302783,172.8398977126466,2.6872543945069323,4.380879090222644,-0.244808288802006,154.75234130918432,172.8398977126466,2.646771421021178,3.8950610351523833,-0.13484467035676076,153.83572342258944,172.8398977126466,2.934252478518723,2.4464596728225274,150.70569253901138,172.8398977126466,2.9342807745326827,2.4464266696904287,-26.314345728301962,150.70569253679432,172.8398977126466,2.9289149000513213,2.758883010086614,-0.1423695986866585,147.84297584592932,172.8398977126466,2.9289149000513213,2.758883010086614,-0.1423695986866585,147.84297584592932,172.8398977126466
580,39,2.0711075580599583,1.3319503950298426,241.14638120623317,259.25984656897003,2.0419459571514516,1.4094624089424854,-0.09678082881331963,239.05306577171925,259.25984656897003,2.3230747928841593,3.2754402796890405,221.6399331396976,259.25984656897003,2.3101272402454596,3.274166782624035,-0.24341639815219784,219.53058330847247,259.25984656897003,2.3337842430310953,3.6068550487311546,-0.11224633689468991,219.49499068219237,259.25984656897003,2.325797315040754,3.670618694694177,-0.13408608845098208,217.79666170266415,259.25984656897003,1.9595029025915456,0.6005448037871599,247.23130307800366,259.25984656897003,1.9335309161143654,0.5994235981413104,-0.10802055837734922,245.55254653443583,259.25984656897003,1.952680748518865,0.6199633076330142,-0.05359904662709826,247.0110950767138,259.25984656897003,1.9264834342276633,0.6303350039070723,-0.08925269078839798,245.4697699446557,259.25984656897003,2.0711075580599583,1.3319503950298426,241.14638120623317,259.25984656897003,2.071076876324321,1.3319240529635668,0.014447727283247811,241.14638120819671,259.25984656897003,2.0419459571514516,1.4094624089424854,-0.09678082881331963,239.05306577171925,259.25984656897003,2.0419459571514516,1.4094624089424854,-0.09678082881331963,239.05306577171925,259.25984656897003
581,37,2.060766367015961,3.404744672661641,207.99276304854067,245.96446982184335,2.0566767527720486,3.5982355421398244,-0.056546234679227605,207.25740128963085,245.96446982184335,1.9553340704378315,4.10229409299285,206.26608937272508,245.96446982184335,1.9710277608195101,4.100250642656889,0.11201242799742792,205.44774092909745,245.96446982184335,1.9717311994449052,4.768268391415884,-0.1432171244110755,203.19879386814904,245.96446982184335,1.953022887811187,4.401244297112044,-0.0661582882874925,205.29376163982337,245.96446982184335,1.9015585345242663,4.7529364997188495,208.32333630099217,245.96446982184335,1.9024612538264631,4.752762927339321,0.003121743178818778,208.3221078311748,245.96446982184335,1.895427300684938,5.764794523422797,-0.17376649521277623,205.80427114067504,245.96446982184335,1.8797443670118947,5.1315787878550925,-0.06975883973632137,207.31626319355854,245.96446982184335,2.060766367015961,3.404744672661641,207.99276304854067,245.96446982184335,2.060748524094237,3.404706955251087,0.6124771352194326,207.9927630450675,245.96446982184335,2.0566767527720486,3.5982355421398244,-0.056546234679227605,207.25740128963085,245.96446982184335,2.0566767527720486,3.5982355421398244,-0.056546234679227605,207.25740128963085,245.96446982184335
582,40,0.9411737441427775,3.297411915000168,238.61543607758466,265.90753494253335,0.8949763542376791,3.7552395904367577,-0.16289410464055637,232.73379321553261,265.90753494253335,0.9489796449261572,3.971199837120569,238.22477298010463,265.90753494253335,0.9281390089460535,3.9725486901502967,-0.272451726664774,235.39208040199588,265.90753494253335,0.9155664564090131,4.498637623683917,-0.14350065883537128,234.63158036679687,265.90753494253335,0.8960650791881766,4.581191949211019,-0.16592570261577827,232.1989698066531,265.90753494253335,0.9255777354800021,4.573547828187945,239.1673281533531,265.90753494253335,0.899578258260994,4.575821033977698,-0.144172705365192,236.9869710574524,265.90753494253335,0.8892654460869377,5.691055578840709,-0.21400940345219205,234.53198132147,265.90753494253335,0.8629425051914952,5.504500284686262,-0.18060825111310413,232.554275965584,265.90753494253335,0.9411737441427775,3.297411915000168,238.61543607758466,265.90753494253335,0.9411306237391033,3.2973859497461726,-0.3762584523157467,238.61543607720614,265.90753494253335,0.8949763542376791,3.7552395904367577,-0.16289410464055637,232.73379321553261,265.90753494253335,0.8949763542376791,3.7552395904367577,-0.16289410464055637,232.73379321553261,265.90753494253335
71,38,1.5591390561746878,2.8172459045845986,226.4245488697672,252.6121581954067,1.539486637365516,2.9493789304838254,-0.058845888192518125,225.59279424124375,252.6121581954067,1.5477601431672032,3.8243963879155665,219.6977595896688,252.6121581954067,1.5230033692852594,3.825591822798761,-4.209737611789424,214.52717282980706,252.6121581954067,1.5416309680290978,3.9045138510179305,-0.020806821989983598,219.61915932189345,252.6121581954067,1.5175824649192293,4.1327866145044885,-0.0775860544545286,218.31394839671503,252.6121581954067,1.5183975874072393,3.791347985815884,231.22747640271587,252.6121581954067,1.5095720971945412,3.792133373094435,-0.03096203000923195,231.0946061315426,252.6121581954067,1.5085814682469993,4.210212112991908,-0.10182263151147666,230.27470170404766,252.6121581954067,1.4959834013219684,4.033057769139644,-0.059842670904368025,230.41114742286476,252.6121581954067,1.5591390561746878,2.8172459045845986,226.4245488697672,252.6121581954067,1.5591715405410236,2.81723052809979,-0.9361718645996406,226.42454886558104,252.6121581954067,1.539486637365516,2.9493789304838254,-0.058845888192518125,225.59279424124375,252.6121581954067,1.539486637365516,2.9493789304838254,-0.058845888192518125,225.59279424124375,252.6121581954067
